block_index,mode,lam,winner_id,block_time_ticks,fork,n_competing,f_winner,f_reference,f_optimum_est,total_hash_attempts,total_aco_iterations,p0,label
16,hybrid,3.0,5,23,False,1,3.181805599710816,3.489617689280079,3.489617689280079,4872.16583244832,168.00000000000009,0.000264,hybrid(lambda=3.0)
17,hybrid,3.0,23,5,False,1,3.7169945335342183,3.814490679272195,3.814490679272195,723.3829198923835,41.99999999999995,0.000264,hybrid(lambda=3.0)
18,hybrid,3.0,16,2,False,1,3.5855489502053626,3.2947389034634273,3.2947389034634273,196.95619997168026,20.999999999999996,0.000264,hybrid(lambda=3.0)
19,hybrid,3.0,16,12,False,1,3.6079783974285364,4.2690547083910495,4.2690547083910495,2347.2045213469573,90.99999999999997,0.00020768000000000004,hybrid(lambda=3.0)
20,hybrid,3.0,7,6,False,1,3.958183433513642,4.067618224983728,4.067618224983728,700.1401662755009,48.99999999999997,0.00020768000000000004,hybrid(lambda=3.0)
21,hybrid,3.0,12,19,False,1,4.127752038274956,4.087490957292074,4.087490957292074,2564.916576126843,140.00000000000009,0.00020768000000000004,hybrid(lambda=3.0)
22,hybrid,3.0,22,22,False,1,3.9358202202077464,4.471593592465364,4.471593592465364,4843.899813224216,161.00000000000006,0.00020768000000000004,hybrid(lambda=3.0)
23,hybrid,3.0,16,3,False,1,2.9403931906180647,2.7239814666198976,2.7239814666198976,247.59264866440947,27.999999999999986,0.00020768000000000004,hybrid(lambda=3.0)
24,hybrid,3.0,18,6,False,1,3.3375362227903915,3.3022131831844224,3.3022131831844224,988.4750519452068,48.99999999999995,0.00020768000000000004,hybrid(lambda=3.0)
25,hybrid,3.0,16,30,False,1,3.2056734735766597,3.5012652806009923,3.5012652806009923,6673.461312151602,217.00000000000003,0.00020768000000000004,hybrid(lambda=3.0)
26,hybrid,3.0,12,13,True,2,3.571421463355276,4.2442274888774065,4.2442274888774065,2377.5132979322775,90.99999999999999,0.00020768000000000004,hybrid(lambda=3.0)
27,hybrid,3.0,16,12,False,1,3.778281099569957,4.028817842510607,4.028817842510607,2209.5322306637468,90.99999999999999,0.00020768000000000004,hybrid(lambda=3.0)
28,hybrid,3.0,17,9,False,1,3.855021344283016,4.00831361897849,4.00831361897849,1534.1138317058883,69.99999999999991,0.00020768000000000004,hybrid(lambda=3.0)
29,hybrid,3.0,16,14,False,1,2.8296907015605073,2.896023968736717,2.896023968736717,2513.407234153565,105.00000000000001,0.0001855274666666667,hybrid(lambda=3.0)
30,hybrid,3.0,1,16,False,1,3.854803112672604,4.167731638093233,4.167731638093233,2750.5798013098856,119.00000000000001,0.0001855274666666667,hybrid(lambda=3.0)
31,hybrid,3.0,10,18,False,1,3.958080360351172,4.109227767577698,4.109227767577698,3886.9753523372037,133.00000000000006,0.0001855274666666667,hybrid(lambda=3.0)
32,hybrid,3.0,1,40,False,1,3.7924785894255706,5.00179630706543,5.00179630706543,9077.141282527482,280.0,0.0001855274666666667,hybrid(lambda=3.0)
33,hybrid,3.0,1,40,False,1,3.0558809230233264,3.455413928652696,3.455413928652696,9091.757481994118,280.0,0.0001855274666666667,hybrid(lambda=3.0)
34,hybrid,3.0,27,26,False,1,3.339404659277799,4.471635953221816,4.471635953221816,5864.758850562633,189.00000000000006,0.0001855274666666667,hybrid(lambda=3.0)
35,hybrid,3.0,5,11,False,1,3.67493999962976,4.131413990732548,4.131413990732548,2069.3005445326844,83.99999999999997,0.0001855274666666667,hybrid(lambda=3.0)
36,hybrid,3.0,7,28,False,1,3.226157151298853,3.5802717892126585,3.5802717892126585,6359.204725118988,203.00000000000006,0.0001855274666666667,hybrid(lambda=3.0)
37,hybrid,3.0,25,40,False,1,3.824748810035325,4.187255338492147,4.187255338492147,8437.438563113528,280.0000000000001,0.0001855274666666667,hybrid(lambda=3.0)
38,hybrid,3.0,5,12,False,1,3.080351278855078,4.195398497668708,4.195398497668708,2407.927079851784,90.99999999999999,0.0001855274666666667,hybrid(lambda=3.0)
39,hybrid,3.0,5,8,False,1,3.4534814235976254,3.670528004308702,3.670528004308702,1221.5518843478208,62.99999999999994,0.0002956070968888889,hybrid(lambda=3.0)
0,hybrid,10.0,26,10,False,1,4.580041454786828,4.261220393619304,4.261220393619304,1618.6447493701642,76.99999999999997,0.0002,hybrid(lambda=10.0)
1,hybrid,10.0,5,29,False,1,3.264217291378971,3.7923650618174145,3.7923650618174145,6503.877222768114,210.0,0.0002,hybrid(lambda=10.0)
2,hybrid,10.0,16,27,False,1,3.1604998889671743,3.4090079686997705,3.4090079686997705,5516.6506821228495,196.00000000000009,0.0002,hybrid(lambda=10.0)
3,hybrid,10.0,5,3,False,1,3.2241169009648383,3.528128749122682,3.528128749122682,363.70016685600064,27.999999999999986,0.0002,hybrid(lambda=10.0)
4,hybrid,10.0,5,12,False,1,3.653955940177297,4.085081145309302,4.085081145309302,2407.927079851784,90.99999999999999,0.0002,hybrid(lambda=10.0)
5,hybrid,10.0,16,31,False,1,3.323161630230646,3.4350998001083033,3.4350998001083033,5967.504838859084,224.00000000000006,0.0002,hybrid(lambda=10.0)
6,hybrid,10.0,5,40,False,1,3.61217740285636,3.7366559597906566,3.7366559597906566,8390.00752954727,280.0,0.0002,hybrid(lambda=10.0)
7,hybrid,10.0,7,5,False,1,3.430908212151391,3.406308782089538,3.406308782089538,673.6419996456893,41.99999999999997,0.0002,hybrid(lambda=10.0)
8,hybrid,10.0,16,38,False,1,3.4826310029834864,3.903443895633538,3.903443895633538,8842.920123179105,272.99999999999994,0.0002,hybrid(lambda=10.0)
9,hybrid,10.0,7,3,False,1,3.9168659961182644,4.110741773051968,4.110741773051968,424.5277306950127,27.999999999999982,0.000264,hybrid(lambda=10.0)
10,hybrid,10.0,16,6,False,1,3.5450707772359227,3.864796750608002,3.864796750608002,834.5677861366942,48.99999999999994,0.000264,hybrid(lambda=10.0)
11,hybrid,10.0,14,34,False,1,2.7812035011827385,2.925174634698833,2.925174634698833,7621.323977662217,245.00000000000009,0.000264,hybrid(lambda=10.0)
12,hybrid,10.0,16,3,False,1,4.657552828408429,4.384379066905698,4.384379066905698,328.14196605880863,27.99999999999999,0.000264,hybrid(lambda=10.0)
13,hybrid,10.0,23,21,False,1,3.3036786147237844,3.6133489937841548,3.6133489937841548,4047.9671928396665,154.00000000000006,0.000264,hybrid(lambda=10.0)
14,hybrid,10.0,7,18,False,1,4.067577198306036,5.16708704172655,5.16708704172655,3856.5615704176976,133.00000000000006,0.000264,hybrid(lambda=10.0)
15,hybrid,10.0,16,25,False,1,3.510725787379759,4.270172660946814,4.270172660946814,5587.122131364947,182.00000000000009,0.000264,hybrid(lambda=10.0)
16,hybrid,10.0,12,6,False,1,4.638109857301694,5.382570108144687,5.382570108144687,993.0418074060208,48.999999999999936,0.000264,hybrid(lambda=10.0)
17,hybrid,10.0,22,25,True,2,3.950792507663749,5.1017144040863736,5.1017144040863736,5617.535913284453,182.00000000000009,0.000264,hybrid(lambda=10.0)
18,hybrid,10.0,5,4,False,1,2.804058340972132,3.040507945463676,3.040507945463676,476.8811439077748,34.99999999999997,0.000264,hybrid(lambda=10.0)
19,hybrid,10.0,28,6,False,1,3.8854106406870113,4.635322247219697,4.635322247219697,993.0418074060211,48.999999999999936,0.00026048,hybrid(lambda=10.0)
20,hybrid,10.0,5,24,True,3,3.5141226027095978,3.5946211140691586,3.5946211140691586,4323.033150387581,175.00000000000006,0.00026048,hybrid(lambda=10.0)
21,hybrid,10.0,24,24,False,1,3.9007530082295796,4.568387504203237,4.568387504203237,5293.118550103549,175.00000000000009,0.00026048,hybrid(lambda=10.0)
22,hybrid,10.0,16,36,False,1,2.3794572357048884,2.3794572357048884,2.3794572357048884,7489.830775326407,259.0000000000001,0.00026048,hybrid(lambda=10.0)
23,hybrid,10.0,5,33,False,1,2.8961365754254995,3.150741032382009,3.150741032382009,7100.798952914828,238.00000000000009,0.00026048,hybrid(lambda=10.0)
24,hybrid,10.0,12,21,False,1,3.5290329574933335,3.810500818711294,3.810500818711294,4382.391747283413,154.00000000000009,0.00026048,hybrid(lambda=10.0)
25,hybrid,10.0,5,21,True,2,3.6481219748053313,4.18078295349138,4.18078295349138,4427.352837515278,154.00000000000006,0.00026048,hybrid(lambda=10.0)
26,hybrid,10.0,24,5,False,1,3.280482096396409,3.830260448631132,3.830260448631132,784.2104837313955,41.99999999999996,0.00026048,hybrid(lambda=10.0)
27,hybrid,10.0,5,40,False,1,3.1991550921314125,3.3190649203023708,3.3190649203023708,8617.811063142974,280.0000000000001,0.00026048,hybrid(lambda=10.0)
28,hybrid,10.0,5,7,False,1,3.3259156896636926,4.348129567185597,4.348129567185597,1181.7836147130802,55.99999999999994,0.00026048,hybrid(lambda=10.0)
29,hybrid,10.0,5,9,False,1,3.9671538703999305,4.392541833944945,4.392541833944945,1489.9943430261787,69.99999999999996,0.0003820373333333333,hybrid(lambda=10.0)
30,hybrid,10.0,1,13,False,1,3.5848548495035044,3.9151416584837193,3.9151416584837193,2650.8606659463157,98.00000000000003,0.0003820373333333333,hybrid(lambda=10.0)
31,hybrid,10.0,16,16,True,2,3.127094528874729,3.22510425548274,3.22510425548274,2788.180829225489,119.00000000000006,0.0003820373333333333,hybrid(lambda=10.0)
32,hybrid,10.0,16,7,False,1,3.8966235811843135,4.14167145665358,4.14167145665358,1181.7836147130797,55.99999999999994,0.0003820373333333333,hybrid(lambda=10.0)
33,hybrid,10.0,7,8,False,1,3.2500631516337597,3.416401295692189,3.416401295692189,1119.025765041541,62.99999999999992,0.0003820373333333333,hybrid(lambda=10.0)
34,hybrid,10.0,24,10,False,1,3.9337094920232953,4.1816633774664735,4.1816633774664735,1925.8219026459756,76.99999999999993,0.0003820373333333333,hybrid(lambda=10.0)
35,hybrid,10.0,23,4,False,1,3.779460914969606,4.216240428884798,4.216240428884798,583.7391777705091,34.999999999999964,0.0003820373333333333,hybrid(lambda=10.0)
36,hybrid,10.0,16,3,False,1,3.5603573396868,3.6772976965164905,3.6772976965164905,321.8848623382455,27.99999999999998,0.0003820373333333333,hybrid(lambda=10.0)
37,hybrid,10.0,5,3,False,1,3.6865951054396238,3.714115010650469,3.714115010650469,147.52722275204775,27.99999999999999,0.0003820373333333333,hybrid(lambda=10.0)
38,hybrid,10.0,14,15,False,1,3.206593557880261,3.6921689208627586,3.6921689208627586,2762.734865546338,112.00000000000001,0.0003820373333333333,hybrid(lambda=10.0)
39,hybrid,10.0,24,30,True,2,3.365203768888784,3.5507983561292873,3.5507983561292873,6139.1042841332455,217.00000000000003,0.00027761379555555553,hybrid(lambda=10.0)
